"id","nome","UF","codinomes","partidos","profissoes","legislaturas","urls"
"192785","Andre Franco Montoro Filho","São Paulo, SP","ANDRÉ MONTORO - PSDB/SP","MDB, 1966-1979; PMDB, 1979-1988; PSDB, 1988-.","Superior","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=192785&tipo=0"
"189144","Alexandre Rubio Roso","RS","Alexandre Roso","PHS","Médico","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189144&tipo=0"
"189143","Alceu Moreira da Silva","RS","Alceu Moreira","PMDB","Comerciante","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189143&tipo=0"
"189140","Herbson Jairo Ribeiro Bantim","RR","Berinho Bantim","PEN,SD","Advogado e Empresário Rural","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189140&tipo=0"
"102423","Vicente Fernandes Cascione","Santos, SP","VICENTE CASCIONE - PTB/SP","PDS, 1992-1993; PL, 1994-1995; PTB, 1995-2001; PSB, 2001-2003; PTB, 2003-.","Advogado e Professor Universitário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102423&tipo=0"
"192780","Flávio Luís Moreira Antunes","Nova Iguaçú, RJ","FLAVIO ANTUNES - PSDB/PR","PPS, 2000-2004; PSDB, 2005-.","Bacharel em Direito e Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=192780&tipo=0"
"161218","Sueli Rangel Silva Vidigal","ES","Sueli Vidigal","PDT","Funcionária Pública","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161218&tipo=0"
"96758","Ademir Lucas Gomes","Esmeraldas, MG","ADEMIR LUCAS - PSDB/MG","MDB, 1966-1980; PMDB, 1980-1988; PSDB, 1988-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96758&tipo=0"
"98327","Ricardo Nagib Izar","São Paulo, SP","RICARDO IZAR - PTB/SP","PL, 1963-1966; ARENA, 1966-1979; PDS, 1980-1985; PFL, 1986-1989; PL, 1989-1993; PPR, 1993-1995; PPB, 1995-1999; PMDB, 1999-2001; PSDB, 2001; PTB, 2001-.","Advogado","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98327&tipo=0"
"101152","Benedito de Lira","Junqueiro, AL","BENEDITO DE LIRA - PP/AL","ARENA, 1965-1979; PDS, 1980-1985; PFL, 1985-2002; PTB, 2002-2003; PPB, 2003; PP, 2003-.","Advogado, Servidor Público e Pecuarista","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101152&tipo=0"
"161213","Marcos Montes Cordeiro","MG","Marcos Montes","PSD","Médico, Professor de Medicina e Médico do Trabalho","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161213&tipo=0"
"102001","Paulo Roberto Bauer","Blumenau, SC","PAULO BAUER - PSDB/SC","ARENA, 1975-1979; PDS, 1980-1993; PPR, 1993-1995; PPB, 1995; PFL, 1995-2005; PSDB, 2005-.","Administrador de Empresas e Contador","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102001&tipo=0"
"97475","Hermes Parcianello","PR","Hermes Parcianello","MDB,PMDB","Bacharel em Ciências Contábeis","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97475&tipo=0"
"96752","Adelson Rosendo Lima Ribeiro","Aracaju, SE","ADELSON RIBEIRO - PSC/SE","PMDB; PSDB, 1995-1999; PSC, 1999-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96752&tipo=0"
"97284","Euler Esteves Ribeiro","Itacoatiara, AM","EULER RIBEIRO - PFL/AM","PMDB, 1984-1996; PFL, 1996-.","Médico, Servidor Público e Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97284&tipo=0"
"193282","Francisco Evangelista Dos Santos de Araújo","MA","Francisco Araújo","PTN,PSL,PSD","Escriturário, Delegado de Polícia, Escrivão Criminal e Garimpeiro","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193282&tipo=0"
"96889","Antônio do Valle Ramos","Patos de Minas, MG","ANTÔNIO DO VALLE - PMDB/MG","PMDB, 1981-.","Advogado e Contabilista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96889&tipo=0"
"185678","Fernando Chiarelli","Ribeirão Preto, SP","FERNANDO CHIARELLI - PDT/SP","","Professor","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185678&tipo=0"
"161208","Maria do Socorro Jô Moraes","PB","Jô Moraes","PCdoB","Funcionária Pública e Secretária Executiva","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161208&tipo=0"
"97468","Herculano Anghinetti","Belo Horizonte, MG","HERCULANO ANGHINETTI - PP/MG","PMN, 1994-1995; PSDB, 1995; PPB, 1995-2003; PP, 2003-.","Corretor de Seguros e Produtor Rural","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97468&tipo=0"
"99648","Francisco Almeida Lima","Limoeiro do Norte, CE","ALMEIDA DE JESUS - PL/CE","PFL, 1988-1991; PDT, 1991-1993; PTB, 1993-1997; PMDB, 1997-1999; PL, 1999-.","Servidor Público","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99648&tipo=0"
"98317","Remi Abreu Trinta","São Bento, MA","REMI TRINTA - PR/MA","PDS, 1981-1987; PFL, 1987-1994; PMDB, 1994-1997; PL, 1997-1999; PST, 1999-2001; PL, 2001-.","Médico e Cirurgião-Dentista","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98317&tipo=0"
"161685","Paulo Piau Nogueira","MG","Paulo Piau","PMDB,PPS,PFL,PP","Engenheiro Agrônomo e Produtor Rural","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161685&tipo=0"
"160353","Lázaro Botelho Martins","MA","Lázaro Botelho","PP","Pecuarista e Empresário","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160353&tipo=0"
"98791","Fernando Antonio Folgado Gonçalves","Nova Iguaçu, RJ","FERNANDO GONÇALVES - PTB/RJ","PTR, 1986-1989; PTB, 1989-.","Médico","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98791&tipo=0"
"184344","Rodrigo Bethlem Fernandes","RJ","Rodrigo Bethlem","PMDB","","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184344&tipo=0"
"99547","Luiz Antônio Dantas Ribeiro","Teresópolis, RJ","LUIZ RIBEIRO - PSDB/RJ","PFL, 1987-1991; PMDB, 1991-1994; PFL, 1994-1997; PSDB, 1997-.","Médico e Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99547&tipo=0"
"97883","Luis Barbosa Alves","Lavras da Mangabeira, CE","LUIS BARBOSA - PFL/RR","PTB, 1993-1995; PPB, 1995-1999; PFL, 1999-.","Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97883&tipo=0"
"105999","Alceni Ângelo Guerra","Soledade, RS","ALCENI GUERRA - DEM/PR","PDS, 1982-1985; PFL, 1985-2007; DEM, 2007-.","Médico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=105999&tipo=0"
"102008","Paulo Bernardo Silva","São Paulo, SP","PAULO BERNARDO - PT/PR","PT, 1985-.","Bancário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102008&tipo=0"
"100138","José Avenzoar Arruda Das Neves","Bonito de Santa Fé, PB","AVENZOAR ARRUDA - PT/PB","PT, 1986-.","Professor e Engenheiro Mecânico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100138&tipo=0"
"162567","Rogerio Martins Lisboa","Rio de Janeiro, RJ","ROGERIO LISBOA - DEM/RJ","PFL, -2007; DEM, 2007-.","Advogado","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162567&tipo=0"
"97017","Sebastião Augusto Barbosa Neto","Goiânia, GO","BARBOSA NETO - PSB/GO","PMDB, 1982-2003; PSB, 2003-.","Servidor Público","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97017&tipo=0"
"99679","Moroni Bing Torgan","Porto Alegre, RS","MORONI TORGAN - DEM/CE","PDC, 1991; PSDB, 1991-1999; PFL, 1999-.","Delegado","52, 55,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99679&tipo=0"
"98345","Roberto Egídio Balestra","GO","Roberto Balestra","PDC,PPR,PPB,PP","Agropecuarista, Industrial e Advogado","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98345&tipo=0"
"97499","Ibrahim Abi-Ackel","Manhumirim, MG","IBRAHIM ABI-ACKEL - PP/MG","PSD, 1945-1965; ARENA, 1966-1979; PDS, 1980-1993; PPR, 1993-1995; PPB, 1995-2003; PP, 2003-.","Advogado e Professor Universitário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97499&tipo=0"
"99672","Manoel Salviano Sobrinho","CE","Manoel Salviano","PSD","Industrial e Médico","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99672&tipo=0"
"98340","Rita de Cássia Paste Camata","Conceição do Castelo, ES","RITA CAMATA - PSDB/ES","PMDB, 1982-2009; PSDB, 2009-.","Jornalista","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98340&tipo=0"
"178909","Helio Leite da Silva","PA","Hélio Leite","DEM","Corretor de Imóveis","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178909"
"178907","Francisco Alves de Aguiar","PI","Francisco Chapadinha","PSD,PTN","Empresário","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178907"
"178908","Eder Mauro Cardoso Barra","PA","Delegado Éder Mauro","PSD","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178908"
"178905","Fabio Paulino Garcia","DF","Fabio Garcia","PSB","Engenheiro Civil","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178905"
"178906","Roberto Salame Filho","PA","Beto Salame","PROS,PP","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178906"
"97491","Iberê Paiva Ferreira de Souza","Natal, RN","IBERÊ FERREIRA - PSB/RN","MDB, 1969-1979; PDS, 1980-1986; PFL, 1986-1997; PPB, 1997-2001; PTB, 2001-2005; PSB, 2005-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97491&tipo=0"
"178903","Adilton Domingos Sachetti","SC","Adilton Sachetti","PSB","Arquiteto","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178903"
"178904","Ezequiel Angelo Fonseca","SP","Ezequiel Fonseca","PP,PP,PHS,PEN,PP,PHS","Professor de Matemática","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178904"
"178901","Tereza Cristina Correa da Costa Dias","MS","Tereza Cristina","PSB","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178901"
"178902","Jose Orcirio Miranda Dos Santos","MS","Zeca Do Pt","PT","Bancário","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178902"
"178900","Carlos Eduardo Xavier Marun","RS","Carlos Marun","PP,PHS,PEN,PEN,","Advogado(a),engenheiro Civil","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178900"
"194592","Ildon Marques de Souza","PB","Ildon Marques","PMN","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=194592"
"161224","Cristiano Matheus da Silva E Sousa","Ubatuba, SP","CRISTIANO MATHEUS - PMDB/AL","PFL, 2004-2007; PMDB, 2007-.","Radialista","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161224&tipo=0"
"100295","Rubeneuton Oliveira Lima","São Paulo, SP","NEUTON LIMA - PTB/SP","PMDB, 1987-1990; PDT, 1990-1999; PFL, 1999-2003; PTB, 2003-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100295&tipo=0"
"97009","Benedito de Carvalho Sá","Oeiras, PI","B. SÁ - PSB/PI","PMDB, 1980-1990; PDS, 1990-1992; PP, 1992-1995; PSDB, 1995-2003; PPS, 2003-2005; PSB, 2005-.","Médico","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97009&tipo=0"
"98333","Ricardo José Magalhães Barros","Maringá, PR","RICARDO BARROS - PP/PR","PFL, 1988-1997; PPB, 1997-2003; PP, 2003-.","Engenheiro Civil e Empresário","52, 53, 55,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98333&tipo=0"
"99664","Eunício Lopes de Oliveira","Lavras da Mangabeira, CE","EUNÍCIO OLIVEIRA - PMDB/CE","MDB, 1972-1981; PMDB, 1981-.","Agropecuarista e Empresário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99664&tipo=0"
"161220","Renato Fauvel Amary","Sorocaba, SP","RENATO AMARY - PSDB/SP","PSDB, 1992-.","Advogado e Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161220&tipo=0"
"97004","Augusto Cesar Cavalcante Farias","Passo de Camaragibe, AL","AUGUSTO FARIAS - PTB/AL","PSC, 1990-1995; PP, 1995; PPB, 1995-1997; PFL, 1997-1999; PPB, 1999-2007; PTB, 2007-.","Advogado e Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97004&tipo=0"
"160376","Roberto Pereira de Britto","BA","Roberto Britto","PFL,PP","Professor Universitário","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160376&tipo=0"
"173688","Matteo Rota Chiarelli","Pelotas, RS","MATTEO CHIARELLI - DEM/RS","PFL, 1985-2007; DEM, 2007-.","Advogado e Professor de Direito","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=173688&tipo=0"
"97425","Germano Antonio Rigotto","Caxias do Sul, RS","GERMANO RIGOTTO - PMDB/RS","MDB, 1975-1979; PMDB, 1980-.","Professor e Odontólogo","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97425&tipo=0"
"101138","Augusto Silveira de Carvalho","MG","Augusto Carvalho","PCB,SD","Bancário e Sociólogo","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101138&tipo=0"
"161659","Fernando Melo da Costa","Cruzeiro do Sul, AC","FERNANDO MELO - PT/AC","","Advogado, Economista e Administrador de Empresas","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161659&tipo=0"
"160328","Ana Isabel Mesquita de Oliveira","Jundiaí, SP","BEL MESQUITA - PMDB/PA","PSDB, 1995-1999; PTB, 1999-2005; PMDB, 2005-.","Professora e Psicóloga","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160328&tipo=0"
"99214","Amarildo Martins da Silva","Hidrolândia, GO","PASTOR AMARILDO - PSC/TO","PPB, 1994-2003; PSB, 2003; PSC, 2003-2005; PMDB, 2005; PSC, 2005-.","Empresário e Técnico em Contabilidade","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99214&tipo=0"
"98366","Roberto Lúcio Rocha Brant","Belo Horizonte, MG","ROBERTO BRANT - PFL/MG","PP, 1981-1982; PMDB, 1983-1990; PRS, 1990; PTB, 1994-1995; PSDB, 1995-1999; PFL, 1999-.","Professor e Bacharel em Direito","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98366&tipo=0"
"161652","José Nobre Guimarães","CE","José Guimarães","PT","Advogado","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161652&tipo=0"
"97038","Bonifácio José Tamm de Andrada","MG","Bonifácio De Andrada","UDN","Advogado e Professor Universitário","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97038&tipo=0"
"195427","Adalberto Souza Galvão","BA","Bebeto","PSB","","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195427&tipo=0"
"160316","Suely Santana da Silva","Ilhéus, BA","SUELY - PR/RJ","PRONA, 2003-2007; PR, 2007-.","","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160316&tipo=0"
"98359","Roberto Coelho Rocha","São Luís, MA","ROBERTO ROCHA - PSDB/MA","PL, 1990-1993; PMDB, 1993-1995; PSDB, 1995-.","Administrador de Empresas","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98359&tipo=0"
"161645","Marina Terra Maggessi de Sousa","Rio de Janeiro, RJ","MARINA MAGGESSI - PPS/RJ","PDT, 1982-2005; PPS, 2005.","Policial Civil","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161645&tipo=0"
"163821","Carlos Adilson Pinto Lapa","Recife, PE","CARLOS LAPA - PSB/PE","","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163821&tipo=0"
"99202","Jurandil Dos Santos Juarez","Afuá, PA","JURANDIL JUAREZ - PMDB/AP","PMDB, 1982-1989; PL, 1990; PMDB, 1991-.","Economista e Professor Universitário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99202&tipo=0"
"102936","Nelson Harter Filho","Pelotas, RS","NELSON HARTER - PMDB/RS","PMDB, 1977-1990; PMDB, 1990-; PSB, 1990-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102936&tipo=0"
"194589","Renato Simões","SP","Renato Simões","PT","Professor","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194589&tipo=0"
"102871","Vanio Dos Santos","Gravatal, SC","VANIO DOS SANTOS - PT/SC","PT, 1987-.","Bancário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102871&tipo=0"
"193252","Carlos Roberto de Campos","SP","Carlos Roberto","PMDB,PSDB,PFL","Industrial","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193252&tipo=0"
"98737","João Ricardo Mendes","Alagoa Grande, PB","JOÃO MENDES - PFL/RJ","PFL, 1984-1990; PTB, 1990-1996; PPB, 1996-1999; PMDB, 1999; PMDB, 1999-2001; PFL, 2001-.","Professor, Empresário e Engenheiro Calculista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98737&tipo=0"
"101174","Paulo Roberto Gomes Mansur","SP","Beto Mansur","PPR,PPB,PP","Radialista, Empresário e Engenheiro Eletrônico","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101174&tipo=0"
"99236","Antonio Carlos Vieira Dos Santos","Garanhuns, PE","CARLOS BATATA - PFL/PE","PSB, 1986-1999; PSDB, 1999-2005; PFL, 2005-.","Agropecuarista e Médico Veterinário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99236&tipo=0"
"97058","Carlos do Carmo Andrade Melles","MG","Carlos Melles","DEM,PFL","Empresário e Engenheiro Agrônomo","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97058&tipo=0"
"98386","Roland Lavigne do Nascimento","Una, BA","ROLAND LAVIGNE - PSDB/BA","PMDB, 1985-1990; PL, 1990-1996; PFL, 1996-2000; PMDB, 2000-2006; PSDB, 2006-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98386&tipo=0"
"97050","Carlos Alberto de Sousa Rosado","RN","Betinho Rosado","DEM,PFL,PP","Economista, Professor Universitário e Engenheiro Agrônomo","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97050&tipo=0"
"195404","Wellington Salgado de Oliveira","RJ","Wellington Salgado","PMDB","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195404&tipo=0"
"98383","Robson Tuma","São Paulo, SP","ROBSON TUMA - DEM/SP","PL, 1989-1995; PSL, 1995-1997; PFL, 1997-.","Advogado e Empresário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98383&tipo=0"
"194552","Amir Francisco Lando","SC","Amir Lando","PMDB","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194552&tipo=0"
